KELOMPOK,KODE,KETERANGAN,ID_BAHAN,KOEFISIEN
b. Upah,SNI-F.6.20a,LANTAI 1,L.007,0.2
b. Upah,SNI-F.6.20a,LANTAI 1,L.002,2
b. Upah,SNI-F.6.20a,LANTAI 1,L.008,0.6
a. Bahan,SNI-F.6.20a,LANTAI 1,M.009e,1
a. Bahan,SNI-F.6.20a,LANTAI 1,M.012g,0.3
a. Bahan,SNI-F.6.20a,LANTAI 1,M.006A,0.3
b. Upah,SNI-F.6.20b,LANTAI 1,L.010,0.03
b. Upah,SNI-F.6.20b,LANTAI 1,L.007,0.2
b. Upah,SNI-F.6.20b,LANTAI 1,L.002,2
b. Upah,SNI-F.6.20b,LANTAI 1,L.008,0.6
a. Bahan,SNI-F.6.20b,LANTAI 1,M.012g,0.3
a. Bahan,SNI-F.6.20b,LANTAI 1,M.006A,0.3
a. Bahan,SNI-F.6.20,LANTAI 1,M.005o,0.0196
a. Bahan,SNI-F.6.20a,LANTAI 1,M.005n,0.0196
a. Bahan,SNI-F.6.20b,LANTAI 1,M.005m,0.0196
a. Bahan,SNI-F.6.20c,LANTAI 1,M.006A,0.3
a. Bahan,SNI-F.6.20c,LANTAI 1,M.012g,0.3
b. Upah,SNI-F.6.20c,LANTAI 1,L.008,0.6
b. Upah,SNI-F.6.20c,LANTAI 1,L.002,2
a. Bahan,SNI-F.6.20b,LANTAI 1,M.009e,1
a. Bahan,SNI-F.6.20d,LANTAI 1,M.005n,0.0196
a. Bahan,SNI-F.6.20d,LANTAI 1,M.009a,1
b. Upah,SNI-F.6.20c,LANTAI 1,L.007,0.2
b. Upah,SNI-F.6.20c,LANTAI 1,L.010,0.03
a. Bahan,SNI-F.6.20d,LANTAI 1,M.006A,0.3
a. Bahan,SNI-F.6.20d,LANTAI 1,M.012g,0.3
b. Upah,SNI-F.6.20d,LANTAI 1,L.008,0.6
b. Upah,SNI-F.6.20d,LANTAI 1,L.002,2
b. Upah,SNI-F.6.20d,LANTAI 1,L.007,0.2
b. Upah,SNI-F.6.20d,LANTAI 1,L.010,0.03
a. Bahan,SNI-F.6.20e,LANTAI 1,M.005m,0.0196
a. Bahan,SNI-F.6.20e,LANTAI 1,M.006A,0.3
a. Bahan,SNI-F.6.20e,LANTAI 1,M.012g,0.3
b. Upah,SNI-F.6.20e,LANTAI 1,L.008,0.6
b. Upah,SNI-F.6.20e,LANTAI 1,L.002,2
b. Upah,SNI-F.6.20e,LANTAI 1,L.007,0.2
b. Upah,SNI-F.6.20e,LANTAI 1,L.010,0.03
a. Bahan,SNI-F.6.20c,LANTAI 1,M.009a,1
a. Bahan,SNI-F.6.20c,LANTAI 1,M.005o,0.0196
a. Bahan,SNI-F.6.20e,LANTAI 1,M.009a,1
a. Bahan,SNI-F.6.27,LANTAI 1,M.005f,1.1
a. Bahan,SNI-F.6.27,LANTAI 1,M.003d,15
a. Bahan,SNI-F.6.27,LANTAI 1,M.006,0.8
b. Upah,SNI-F.6.27,LANTAI 1,L.008,4
b. Upah,SNI-F.6.27,LANTAI 1,L.002,12
b. Upah,SNI-F.6.27,LANTAI 1,L.007,1.2
b. Upah,SNI-F.6.27,LANTAI 1,L.010,0.2
b. Upah,SNI-F.6.27a,LANTAI 1,L.010,0.2
b. Upah,SNI-F.6.27a,LANTAI 1,L.007,1.2
b. Upah,SNI-F.6.27a,LANTAI 1,L.002,18
b. Upah,SNI-F.6.27a,LANTAI 1,L.008,6
a. Bahan,SNI-F.6.27a,LANTAI 1,M.006,0.8
a. Bahan,SNI-F.6.27a,LANTAI 1,M.003d,15
a. Bahan,SNI-F.6.27a,LANTAI 1,M.005F1,1.1
a. Bahan,SNI-F.6.27b,LANTAI 1,M.003d,15
a. Bahan,SNI-F.6.27b,LANTAI 1,M.006,0.8
b. Upah,SNI-F.6.27b,LANTAI 1,L.008,6
b. Upah,SNI-F.6.27b,LANTAI 1,L.002,18
b. Upah,SNI-F.6.27b,LANTAI 1,L.007,1.2
b. Upah,SNI-F.6.27b,LANTAI 1,L.010,0.2
a. Bahan,SNI-F.6.27b,LANTAI 1,M.005F2,1.1
a. Bahan,SNI-F.6.27c,LANTAI 1,M.005F3,1.1
a. Bahan,SNI-F.6.27c,LANTAI 1,M.003d,15
a. Bahan,SNI-F.6.27c,LANTAI 1,M.006,0.8
b. Upah,SNI-F.6.27c,LANTAI 1,L.008,6
b. Upah,SNI-F.6.27c,LANTAI 1,L.002,18
b. Upah,SNI-F.6.27c,LANTAI 1,L.007,1.2
b. Upah,SNI-F.6.27c,LANTAI 1,L.010,0.2
b. Upah,SNI-F.6.28,LANTAI 1,L.010,0.2
b. Upah,SNI-F.6.28,LANTAI 1,L.007,1.2
b. Upah,SNI-F.6.28,LANTAI 1,L.002,12
b. Upah,SNI-F.6.28,LANTAI 1,L.008,4
a. Bahan,SNI-F.6.28,LANTAI 1,M.006,0.8
a. Bahan,SNI-F.6.28,LANTAI 1,M.003d,15
b. Upah,SNI-F.6.28a,LANTAI 1,L.010,0.2
b. Upah,SNI-F.6.28a,LANTAI 1,L.007,1.2
b. Upah,SNI-F.6.28a,LANTAI 1,L.002,12
b. Upah,SNI-F.6.28a,LANTAI 1,L.008,4
a. Bahan,SNI-F.6.28a,LANTAI 1,M.006,0.8
a. Bahan,SNI-F.6.28a,LANTAI 1,M.003d,15
a. Bahan,SNI-F.6.28a,LANTAI 1,M.005f,1.1
b. Upah,SNI-F.6.30,LANTAI 1,L.010,0.2
b. Upah,SNI-F.6.30,LANTAI 1,L.007,1.2
b. Upah,SNI-F.6.30,LANTAI 1,L.002,12
b. Upah,SNI-F.6.30,LANTAI 1,L.008,4
a. Bahan,SNI-F.6.30,LANTAI 1,M.006,0.8
a. Bahan,SNI-F.6.30,LANTAI 1,M.003d,15
a. Bahan,SNI-F.6.28,LANTAI 1,M.005e,1.1
a. Bahan,SNI-F.6.30,LANTAI 1,M.005c,1.1
a. Bahan,SNI-F.6.28b,LANTAI 1,M.005D1,1.1
a. Bahan,SNI-F.6.28b,LANTAI 1,M.003d,15
a. Bahan,SNI-F.6.28b,LANTAI 1,M.006,0.8
b. Upah,SNI-F.6.28b,LANTAI 1,L.008,6
b. Upah,SNI-F.6.28b,LANTAI 1,L.002,18
b. Upah,SNI-F.6.28b,LANTAI 1,L.007,1.2
b. Upah,SNI-F.6.28b,LANTAI 1,L.010,0.2
a. Bahan,SNI-F.6.28c,LANTAI 1,M.005D2,1.1
a. Bahan,SNI-F.6.28c,LANTAI 1,M.003d,15
a. Bahan,SNI-F.6.28c,LANTAI 1,M.006,0.8
b. Upah,SNI-F.6.28c,LANTAI 1,L.008,6
b. Upah,SNI-F.6.28c,LANTAI 1,L.002,18
b. Upah,SNI-F.6.28c,LANTAI 1,L.007,1.2
b. Upah,SNI-F.6.28c,LANTAI 1,L.010,0.2
a. Bahan,SNI-F.6.31,LANTAI 1,M.005j,0.012
a. Bahan,SNI-F.6.31,LANTAI 1,M.006,0.15
b. Upah,SNI-F.6.31,LANTAI 1,L.008,0.1
b. Upah,SNI-F.6.31,LANTAI 1,L.002,0.1
b. Upah,SNI-F.6.31,LANTAI 1,L.007,0.01
b. Upah,SNI-F.6.31,LANTAI 1,L.010,0.005
b. Upah,SNI-F.6.31a,LANTAI 1,L.010,0.005
b. Upah,SNI-F.6.31a,LANTAI 1,L.007,0.01
b. Upah,SNI-F.6.31a,LANTAI 1,L.002,0.1
b. Upah,SNI-F.6.31a,LANTAI 1,L.008,0.1
a. Bahan,SNI-F.6.31a,LANTAI 1,M.006,0.15
a. Bahan,SNI-F.6.31a,LANTAI 1,M.005i,0.012
a. Bahan,SNI-F.6.31b,LANTAI 1,M.005h,0.012
a. Bahan,SNI-F.6.31b,LANTAI 1,M.006,0.15
b. Upah,SNI-F.6.31b,LANTAI 1,L.008,0.1
b. Upah,SNI-F.6.31b,LANTAI 1,L.002,0.1
b. Upah,SNI-F.6.31b,LANTAI 1,L.007,0.01
b. Upah,SNI-F.6.31b,LANTAI 1,L.010,0.005
a. Bahan,SNI-F.6.31c,LANTAI 1,M.005g,0.012
a. Bahan,SNI-F.6.31c,LANTAI 1,M.006,0.15
b. Upah,SNI-F.6.31c,LANTAI 1,L.008,0.1
b. Upah,SNI-F.6.31c,LANTAI 1,L.002,0.1
b. Upah,SNI-F.6.31c,LANTAI 1,L.007,0.01
b. Upah,SNI-F.6.31c,LANTAI 1,L.010,0.005
a. Bahan,SNI-F.6.31d,LANTAI 1,M.005D1,0.012
a. Bahan,SNI-F.6.31d,LANTAI 1,M.006,0.15
b. Upah,SNI-F.6.31d,LANTAI 1,L.008,0.1
b. Upah,SNI-F.6.31d,LANTAI 1,L.002,0.1
b. Upah,SNI-F.6.31d,LANTAI 1,L.007,0.01
b. Upah,SNI-F.6.31d,LANTAI 1,L.010,0.005
a. Bahan,SNI-F.6.35,LANTAI 1,M.005j,0.014
a. Bahan,SNI-F.6.35,LANTAI 1,M.006,0.15
b. Upah,SNI-F.6.35,LANTAI 1,L.008,0.1
b. Upah,SNI-F.6.35,LANTAI 1,L.002,0.1
b. Upah,SNI-F.6.35,LANTAI 1,L.007,0.01
b. Upah,SNI-F.6.35,LANTAI 1,L.010,0.005
a. Bahan,SNI-G.6.1,LANTAI 1,M.002a,218
a. Bahan,SNI-G.6.1,LANTAI 1,M.001,0.52
a. Bahan,SNI-G.6.1,LANTAI 1,M.001g,0.87
b. Upah,SNI-G.6.1,LANTAI 1,L.008,1.65
b. Upah,SNI-G.6.1,LANTAI 1,L.001,0.25
b. Upah,SNI-G.6.1,LANTAI 1,L.007,0.025
b. Upah,SNI-G.6.1,LANTAI 1,L.010,0.08
a. Bahan,SNI-G.6.4,LANTAI 1,M.002a,10
b. Upah,SNI-G.6.31,LANTAI 1,L.002,0.33
b. Upah,SNI-G.6.31,LANTAI 1,L.008,0.32
a. Bahan,SNI-G.6.31,LANTAI 1,M.006,0.4
a. Bahan,SNI-G.6.31,LANTAI 1,M.005a,0.04
a. Bahan,SNI-G.6.32,LANTAI 1,M.005s,6
a. Bahan,SNI-G.6.32,LANTAI 1,M.009c,0.35
a. Bahan,SNI-G.6.32,LANTAI 1,M.005g,0.015
b. Upah,SNI-G.6.32,LANTAI 1,L.010,0.006
b. Upah,SNI-G.6.32,LANTAI 1,L.007,0.033
b. Upah,SNI-G.6.32,LANTAI 1,L.002,0.33
b. Upah,SNI-G.6.32,LANTAI 1,L.008,0.32
a. Bahan,SNI-G.6.32,LANTAI 1,M.006,0.4
a. Bahan,SNI-G.6.32,LANTAI 1,M.005a,0.04
a. Bahan,SNI-G.6.33,LANTAI 1,M.005s,3
a. Bahan,SNI-G.6.33,LANTAI 1,M.009c,0.35
a. Bahan,SNI-G.6.33,LANTAI 1,M.005g,0.02
b. Upah,SNI-G.6.33,LANTAI 1,L.010,0.006
b. Upah,SNI-G.6.33,LANTAI 1,L.007,0.033
b. Upah,SNI-G.6.33,LANTAI 1,L.002,0.33
b. Upah,SNI-G.6.33,LANTAI 1,L.008,0.32
a. Bahan,SNI-G.6.33,LANTAI 1,M.006,0.4
a. Bahan,SNI-G.6.33,LANTAI 1,M.005a,0.03
a. Bahan,SNI-G.6.34,LANTAI 1,M.005s,2
a. Bahan,SNI-G.6.34,LANTAI 1,M.009c,0.35
a. Bahan,SNI-G.6.34,LANTAI 1,M.005g,0.015
b. Upah,SNI-G.6.34,LANTAI 1,L.010,0.006
b. Upah,SNI-G.6.34,LANTAI 1,L.007,0.033
b. Upah,SNI-G.6.34,LANTAI 1,L.002,0.33
b. Upah,SNI-G.6.34,LANTAI 1,L.008,0.32
a. Bahan,SNI-G.6.34,LANTAI 1,M.006,0.4
a. Bahan,SNI-G.6.34,LANTAI 1,M.005a,0.03
a. Bahan,SNI-G.6.33,LANTAI 1,M.005t,4
a. Bahan,SNI-G.6.45,LANTAI 1,M.005a,0.002
a. Bahan,SNI-G.6.45,LANTAI 1,M.006,0.01
a. Bahan,SNI-G.6.45,LANTAI 1,M.003,3
a. Bahan,SNI-G.6.45,LANTAI 1,M.003a,0.45
a. Bahan,SNI-G.6.45,LANTAI 1,M.002a,4
a. Bahan,SNI-G.6.45,LANTAI 1,M.001,0.006
a. Bahan,SNI-G.6.45,LANTAI 1,M.001g,0.009
b. Upah,SNI-G.6.45,LANTAI 1,L.008,0.06
b. Upah,SNI-G.6.45,LANTAI 1,L.001,0.02
b. Upah,SNI-G.6.45,LANTAI 1,L.002,0.02
b. Upah,SNI-G.6.45,LANTAI 1,L.003,0.02
b. Upah,SNI-G.6.45,LANTAI 1,L.007,0.006
b. Upah,SNI-G.6.45,LANTAI 1,L.010,0.003
a. Bahan,SNI-G.6.46,LANTAI 1,M.005a,0.003
a. Bahan,SNI-G.6.46,LANTAI 1,M.006,0.02
a. Bahan,SNI-G.6.46,LANTAI 1,M.003,3.6
a. Bahan,SNI-G.6.46,LANTAI 1,M.003a,0.05
a. Bahan,SNI-G.6.46,LANTAI 1,M.002a,5.5
a. Bahan,SNI-G.6.46,LANTAI 1,M.001,0.009
a. Bahan,SNI-G.6.46,LANTAI 1,M.001g,0.015
b. Upah,SNI-G.6.46,LANTAI 1,L.008,0.1
b. Upah,SNI-G.6.46,LANTAI 1,L.001,0.033
b. Upah,SNI-G.6.46,LANTAI 1,L.002,0.033
b. Upah,SNI-G.6.46,LANTAI 1,L.007,0.01
b. Upah,SNI-G.6.46,LANTAI 1,L.003,0.033
b. Upah,SNI-G.6.46,LANTAI 1,L.010,0.005
a. Bahan,SNI-H.6.1,LANTAI 1,M.010a,25
b. Upah,SNI-H.6.1,LANTAI 1,L.008,0.15
b. Upah,SNI-H.6.1,LANTAI 1,L.002,0.075
b. Upah,SNI-H.6.1,LANTAI 1,L.007,0.008
b. Upah,SNI-H.6.1,LANTAI 1,L.010,0.008
b. Upah,SNI-H.6.2,LANTAI 1,L.010,0.008
b. Upah,SNI-I.6.20d,LANTAI 1,L.010,0.009
b. Upah,SNI-I.6.20d,LANTAI 1,L.007,0.032
b. Upah,SNI-I.6.20d,LANTAI 1,L.002,0.32
b. Upah,SNI-I.6.20d,LANTAI 1,L.008,0.18
a. Bahan,SNI-I.6.20d,LANTAI 1,M.006A,0.01
a. Bahan,SNI-I.6.20d,LANTAI 1,M.006,0.06
b. Upah,SNI-I.6.20e,LANTAI 1,L.010,0.009
b. Upah,SNI-I.6.20e,LANTAI 1,L.007,0.032
b. Upah,SNI-I.6.20e,LANTAI 1,L.002,0.32
b. Upah,SNI-I.6.20e,LANTAI 1,L.008,0.18
a. Bahan,SNI-I.6.20e,LANTAI 1,M.006A,0.01
a. Bahan,SNI-I.6.20e,LANTAI 1,M.006,0.06
a. Bahan,SNI-I.6.20a,LANTAI 1,M.005i,0.012
a. Bahan,SNI-I.6.20d,LANTAI 1,M.005c,0.012
a. Bahan,SNI-I.6.20d,LANTAI 1,M.007a,1.1
a. Bahan,SNI-I.6.20e,LANTAI 1,M.005b,0.012
a. Bahan,SNI-I.6.20e,LANTAI 1,M.007a,1.1
a. Bahan,SNI-I.6.24,LANTAI 1,M.007b,0.364
a. Bahan,SNI-I.6.24,LANTAI 1,M.006h,0.11
b. Upah,SNI-I.6.24,LANTAI 1,L.008,0.1
b. Upah,SNI-I.6.24,LANTAI 1,L.002,0.05
b. Upah,SNI-I.6.24,LANTAI 1,L.007,0.005
b. Upah,SNI-I.6.24,LANTAI 1,L.010,0.005
a. Bahan,SNI-J.6.1,LANTAI 1,M.015,1
b. Upah,SNI-J.6.1,LANTAI 1,L.008,3.3
b. Upah,SNI-J.6.1,LANTAI 1,L.001,1.1
b. Upah,SNI-J.6.1,LANTAI 1,L.007,0.001
b. Upah,SNI-J.6.1,LANTAI 1,L.010,0.16
d. Lain-lain,SNI-J.6.1,LANTAI 1,XM.015,0.06
a. Bahan,SNI-J.6.2,LANTAI 1,M.015a,1
a. Bahan,SNI-J.6.2,LANTAI 1,M.002a,6
a. Bahan,SNI-J.6.2,LANTAI 1,M.001a,0.01
b. Upah,SNI-J.6.2,LANTAI 1,L.008,1
b. Upah,SNI-J.6.2,LANTAI 1,L.001,1.5
b. Upah,SNI-J.6.2,LANTAI 1,L.007,1.5
b. Upah,SNI-J.6.2,LANTAI 1,L.010,0.16
a. Bahan,SNI-J.6.4,LANTAI 1,M.015b,1
d. Lain-lain,SNI-J.6.4,LANTAI 1,XM.015B,0.3
a. Bahan,SNI-J.6.4,LANTAI 1,M.002a,6
a. Bahan,SNI-J.6.4,LANTAI 1,M.001a,0.01
b. Upah,SNI-J.6.4,LANTAI 1,L.008,1
b. Upah,SNI-J.6.4,LANTAI 1,L.007,0.1
b. Upah,SNI-J.6.4,LANTAI 1,L.010,0.1
b. Upah,SNI-J.6.4,LANTAI 1,L.001,1
a. Bahan,SNI-J.6.5,LANTAI 1,M.015c,1
d. Lain-lain,SNI-J.6.5,LANTAI 1,XM.015C,0.12
a. Bahan,SNI-J.6.5,LANTAI 1,M.002a,6
a. Bahan,SNI-J.6.5,LANTAI 1,M.001a,0.01
b. Upah,SNI-J.6.5,LANTAI 1,L.008,1.2
b. Upah,SNI-J.6.5,LANTAI 1,L.001,1.45
b. Upah,SNI-J.6.5,LANTAI 1,L.007,0.15
b. Upah,SNI-J.6.5,LANTAI 1,L.010,0.1
a. Bahan,SNI-J.6.7,LANTAI 1,M.015d,1
d. Lain-lain,SNI-J.6.7,LANTAI 1,XM.015D,0.18
b. Upah,SNI-J.6.7,LANTAI 1,L.008,1.8
b. Upah,SNI-J.6.7,LANTAI 1,L.001,2.7
b. Upah,SNI-J.6.7,LANTAI 1,L.007,0.54
b. Upah,SNI-J.6.7,LANTAI 1,L.010,0.11
a. Bahan,SNI-J.6.8,LANTAI 1,M.001m,0.4
a. Bahan,SNI-J.6.8,LANTAI 1,M.002a,120
a. Bahan,SNI-J.6.8,LANTAI 1,M.001a,0.3
a. Bahan,SNI-J.6.8,LANTAI 1,M.004a,109
a. Bahan,SNI-J.6.8,LANTAI 1,M.002b,6
b. Upah,SNI-J.6.8,LANTAI 1,L.008,6
a. Bahan,BOW-Supl.IVa,LANTAI 1,M.002a,17.16
a. Bahan,BOW-Supl.IVa,LANTAI 1,M.001a,0.0285
a. Bahan,BOW-Supl.IVa,LANTAI 1,M.012o,0.21
b. Upah,BOW-Supl.IVa,LANTAI 1,L.008,6
b. Upah,BOW-Supl.IVa,LANTAI 1,L.011,4
b. Upah,BOW-Supl.IVa,LANTAI 1,L.007,0.4
b. Upah,BOW-Supl.IVa,LANTAI 1,L.010,0.3
a. Bahan,BOW-Supl.IVb,LANTAI 1,M.004r,1
a. Bahan,BOW-Supl.IVb,LANTAI 1,M.012o,0.21
a. Bahan,BOW-Supl.IVb,LANTAI 1,M.003a,0.07
a. Bahan,BOW-Supl.IVb,LANTAI 1,M.006i,20
b. Upah,BOW-Supl.IVb,LANTAI 1,L.008,6
b. Upah,BOW-Supl.IVb,LANTAI 1,L.011,4
b. Upah,BOW-Supl.IVb,LANTAI 1,L.007,0.4
b. Upah,BOW-Supl.IVb,LANTAI 1,L.010,0.3
a. Bahan,BOW-Supl.IVb,LANTAI 1,M.002a,17.489
a. Bahan,BOW-Supl.IVb,LANTAI 1,M.001a,0.014
a. Bahan,BOW-Supl.IVc,LANTAI 1,M.012p,0.45
b. Upah,BOW-Supl.IVc,LANTAI 1,L.008,0.1
b. Upah,BOW-Supl.IVc,LANTAI 1,L.010,0.005
a. Bahan,BOW-Supl.IVd,LANTAI 1,M.012p,0.3
b. Upah,BOW-Supl.IVd,LANTAI 1,L.008,0.05
b. Upah,BOW-Supl.IVd,LANTAI 1,L.010,0.002
a. Bahan,BOW-Supl.IVe,LANTAI 1,M.012q,0.07
a. Bahan,BOW-Supl.IVe,LANTAI 1,M.012r,0.56
a. Bahan,BOW-Supl.IVe,LANTAI 1,M.012s,8
b. Upah,BOW-Supl.IVe,LANTAI 1,L.008,0.2
b. Upah,BOW-Supl.IVe,LANTAI 1,L.010,0.05
b. Upah,BOW-Supl.IVe,LANTAI 1,L.012,0.1
c. Alat Bantu,BOW-Supl.IVe,LANTAI 1,E.31,0.1
a. Bahan,BOW-Supl.IVf,LANTAI 1,M.012q,0.04
b. Upah,BOW-Supl.IVf,LANTAI 1,L.008,0.16
b. Upah,BOW-Supl.IVf,LANTAI 1,L.010,0.02
b. Upah,BOW-Supl.IVf,LANTAI 1,L.012,0.07
c. Alat Bantu,BOW-Supl.IVf,LANTAI 1,E.31,0.07
a. Bahan,BOW-Supl.IVg,LANTAI 1,M.012t,0.09
a. Bahan,BOW-Supl.IVg,LANTAI 1,M.012u,0.26
b. Upah,BOW-Supl.IVg,LANTAI 1,L.008,0.12
b. Upah,BOW-Supl.IVg,LANTAI 1,L.010,0.01
b. Upah,BOW-G.69,LANTAI 1,L.001,0.25
b. Upah,BOW-G.69,LANTAI 1,L.007,0.025
b. Upah,BOW-G.69,LANTAI 1,L.008,0.5
b. Upah,BOW-G.69,LANTAI 1,L.010,0.025
a. Bahan,BOW-Supl.IVh,LANTAI 1,M.004t,1
a. Bahan,BOW-Supl.IVh,LANTAI 1,M.002a,26.2335
a. Bahan,BOW-Supl.IVh,LANTAI 1,M.001a,0.021
a. Bahan,BOW-Supl.IVh,LANTAI 1,M.012p,0.45
b. Upah,BOW-Supl.IVh,LANTAI 1,L.001,0.3125
b. Upah,BOW-Supl.IVh,LANTAI 1,L.007,0.0313
b. Upah,BOW-Supl.IVh,LANTAI 1,L.008,0.625
b. Upah,BOW-Supl.IVh,LANTAI 1,L.010,0.025
a. Bahan,BOW-Supl.IVi,LANTAI 1,M.004u,1
a. Bahan,BOW-Supl.IVi,LANTAI 1,M.001p,0.05
a. Bahan,BOW-Supl.IVi,LANTAI 1,M.002a,26.2335
a. Bahan,BOW-Supl.IVi,LANTAI 1,M.001a,0.021
b. Upah,BOW-Supl.IVi,LANTAI 1,L.001,0.5
b. Upah,BOW-Supl.IVi,LANTAI 1,L.007,0.05
b. Upah,BOW-Supl.IVi,LANTAI 1,L.008,1
b. Upah,BOW-Supl.IVi,LANTAI 1,L.010,0.05
a. Bahan,BOW-Supl.IVj,LANTAI 1,M.012o,0.21
d. Lain-lain,SNI-J.6.27,LANTAI 1,XM.016I,0.35
a. Bahan,SNI-J.6.27,LANTAI 1,M.016I,1.2
b. Upah,SNI-J.6.27,LANTAI 1,L.008,0.036
b. Upah,SNI-J.6.27,LANTAI 1,L.001,0.06
b. Upah,SNI-J.6.27,LANTAI 1,L.007,0.006
b. Upah,SNI-J.6.26,LANTAI 1,L.010,0.0018
d. Lain-lain,SNI-J.6.28,LANTAI 1,XM.016J,0.35
a. Bahan,SNI-J.6.28,LANTAI 1,M.016J,1.2
b. Upah,SNI-J.6.28,LANTAI 1,L.008,0.036
b. Upah,SNI-J.6.28,LANTAI 1,L.001,0.06
b. Upah,SNI-J.6.28,LANTAI 1,L.007,0.006
b. Upah,SNI-J.6.28,LANTAI 1,L.010,0.0018
a. Bahan,SNI-J.6.29,LANTAI 1,M.016K,1.2
d. Lain-lain,SNI-J.6.29,LANTAI 1,XM.016K,0.35
b. Upah,SNI-J.6.29,LANTAI 1,L.008,0.054
b. Upah,SNI-J.6.29,LANTAI 1,L.001,0.09
b. Upah,SNI-J.6.29,LANTAI 1,L.007,0.009
b. Upah,SNI-J.6.29,LANTAI 1,L.010,0.0027
a. Bahan,SNI-J.6.31,LANTAI 1,M.016L,1.2
d. Lain-lain,SNI-J.6.31,LANTAI 1,XM.016L,0.35
b. Upah,SNI-J.6.31,LANTAI 1,L.008,0.054
b. Upah,SNI-J.6.31,LANTAI 1,L.001,0.09
b. Upah,SNI-J.6.31,LANTAI 1,L.007,0.009
b. Upah,SNI-J.6.31,LANTAI 1,L.010,0.0027
a. Bahan,SNI-J.6.32,LANTAI 1,M.016M,1.2
d. Lain-lain,SNI-J.6.32,LANTAI 1,XM.016M,0.35
b. Upah,SNI-J.6.32,LANTAI 1,L.008,0.081
b. Upah,SNI-J.6.32,LANTAI 1,L.001,0.135
